"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ESV5122","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5123","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5129","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Didymosphaeria",NA
"ESV5131","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Parasola",NA
"ESV5133","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5138","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5139","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Peziza",NA
"ESV5140","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae",NA,NA
"ESV5142","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5143","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__tenerifae"
"ESV5144","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ESV5147","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Holtermanniales","f__Holtermanniales_fam_Incertae_sedis","g__Holtermanniella","s__festucosa"
"ESV5149","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae",NA,NA
"ESV5150","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ESV5151","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5152","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV5157","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5158","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Gongronella","s__butleri"
"ESV5162","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"ESV5163","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5164","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5165","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ESV5166","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5169","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ESV5170","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Postia","s__sericeomollis"
"ESV5171","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV5172","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5174","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5176","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5177","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amorosiaceae","g__Angustimassarina","s__acerina"
"ESV5178","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__apala"
"ESV5183","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5185","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA
"ESV5189","k__Fungi","p__Entomophthoromycota","c__Entomophthoromycetes","o__Entomophthorales","f__Ancylistaceae","g__Conidiobolus","s__coronatus"
"ESV5190","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5191","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV5192","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV5193","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5201","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__arguta"
"ESV5202","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"ESV5203","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5204","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae","g__Tylopilus","s__felleus"
"ESV5207","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5210","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium","s__constrictum"
"ESV5211","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Monascus","s__purpureus"
"ESV5212","k__Fungi","p__Chytridiomycota","c__Lobulomycetes","o__Lobulomycetales",NA,NA,NA
"ESV5214","k__Fungi","p__Zoopagomycota","c__Zoopagomycetes","o__Zoopagales","f__Piptocephalidaceae","g__Syncephalis",NA
"ESV5215","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5217","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5220","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ESV5221","k__Fungi","p__Chytridiomycota","c__Lobulomycetes","o__Lobulomycetales",NA,NA,NA
"ESV5223","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Papulaspora","s__equi"
"ESV5225","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5227","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Nidulariaceae","g__Cyathus","s__stercoreus"
"ESV5229","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Bondarzewiaceae","g__Bondarzewia",NA
"ESV5230","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5231","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5232","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5233","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliales_fam_Incertae_sedis","g__Vermispora","s__fusarina"
"ESV5234","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5236","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus","s__cucumeris"
"ESV5237","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5238","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae",NA,NA
"ESV5239","k__Fungi","p__Kickxellomycota",NA,NA,NA,NA,NA
"ESV5240","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5241","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ESV5243","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Cristinia","s__helvetica"
"ESV5244","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5246","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV5247","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5248","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5249","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV5250","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Arnium",NA
"ESV5252","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilago","s__nunavutica"
"ESV5253","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5256","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV5257","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Lopadostoma",NA
"ESV5258","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5262","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5264","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5270","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium","s__submersum"
"ESV5272","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Neohelicomyces","s__hyalosporus"
"ESV5276","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__cibarius"
"ESV5278","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5279","k__Fungi","p__Chytridiomycota","c__Lobulomycetes","o__Lobulomycetales","f__Lobulomycetaceae","g__Lobulomyces",NA
"ESV5280","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5281","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ESV5282","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata"
"ESV5283","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5285","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Chytridiales","f__Chytridiaceae",NA,NA
"ESV5287","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales",NA,NA,NA
"ESV5288","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5290","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5292","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5293","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5294","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__ostianus"
"ESV5297","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__triplex"
"ESV5300","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__minutus"
"ESV5301","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ESV5304","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5308","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ESV5309","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__arrhizus"
"ESV5310","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA
"ESV5313","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV5318","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__collinsii"
"ESV5319","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5320","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__gracile"
"ESV5323","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis",NA,NA
"ESV5326","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA
"ESV5327","k__Fungi","p__Kickxellomycota",NA,NA,NA,NA,NA
"ESV5328","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ESV5329","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV5330","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__globosa"
"ESV5332","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales",NA,NA,NA
"ESV5333","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Lipomycetaceae","g__Lipomyces",NA
"ESV5334","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Phacidiales","f__Phacidiaceae","g__Gremmenia","s__infestans"
"ESV5335","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV5338","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ESV5339","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5341","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5344","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Leotiaceae","g__Neobulgaria",NA
"ESV5345","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Halomycetaceae","g__Paranamyces","s__uniporus"
"ESV5346","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5351","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5355","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5357","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ESV5358","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__tephrensis"
"ESV5361","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ESV5362","k__Fungi","p__Kickxellomycota",NA,NA,NA,NA,NA
"ESV5364","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5365","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascodesmidaceae","g__Eleutherascus","s__lectardii"
"ESV5366","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ESV5367","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces",NA
"ESV5369","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5371","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5372","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5375","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Halomycetaceae","g__Paranamyces","s__uniporus"
"ESV5376","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Gongronella","s__butleri"
"ESV5377","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma","s__setigerum"
"ESV5378","k__Fungi","p__Olpidiomycota","c__Olpidiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidium","s__brassicae"
"ESV5379","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__circinelloides"
"ESV5380","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5382","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"ESV5383","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__Ballistosporomyces",NA
"ESV5384","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5385","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales",NA,NA,NA
"ESV5386","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5388","k__Fungi","p__Zoopagomycota","c__Zoopagomycetes","o__Zoopagales","f__Piptocephalidaceae","g__Syncephalis",NA
"ESV5390","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5397","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys",NA
"ESV5400","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5401","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ESV5404","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5407","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Scutellinia",NA
"ESV5414","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV5417","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__sororia"
"ESV5418","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ESV5424","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5430","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5431","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe",NA
"ESV5432","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5433","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae",NA,NA
"ESV5436","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5438","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__hiemalis"
"ESV5439","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ESV5440","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5441","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5444","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5445","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae",NA,NA
"ESV5447","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__homothallica"
"ESV5448","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__asiaticiphlyctidospora"
"ESV5449","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae","g__Rigidoporus","s__pouzarii"
"ESV5451","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__sublilacina"
"ESV5455","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ESV5463","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5466","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5467","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV5469","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__arrhizus"
"ESV5470","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__cyclaminis"
"ESV5473","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus",NA
"ESV5475","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5476","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5477","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV5479","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5480","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5482","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5483","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5484","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales",NA,NA,NA
"ESV5486","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Stenocarpella","s__maydis"
"ESV5492","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ESV5494","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__baysunika"
"ESV5497","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5498","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales",NA,NA,NA
"ESV5500","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Jaapiales","f__Jaapiaceae","g__Jaapia","s__ochroleuca"
"ESV5502","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora",NA
"ESV5504","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5505","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ESV5506","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Grifolaceae","g__Grifola","s__frondosa"
"ESV5509","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae",NA,NA
"ESV5510","k__Fungi","p__Zoopagomycota","c__Zoopagomycetes","o__Zoopagales","f__Piptocephalidaceae","g__Syncephalis",NA
"ESV5512","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus","s__multiformis"
"ESV5514","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV5516","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5519","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV5520","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ESV5521","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema",NA
"ESV5524","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"ESV5526","k__Fungi","p__Zoopagomycota","c__Zoopagomycetes","o__Zoopagales","f__Piptocephalidaceae","g__Syncephalis",NA
"ESV5527","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Coemansia",NA
"ESV5529","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys",NA
"ESV5533","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Ceratostomataceae","g__Harzia","s__acremonioides"
"ESV5534","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV5535","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV5536","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
